job_id,job_title,company_id,company_name,location,experience_level,salary_lpa,posted_date
4113,Data Analyst,7,Cognizant,Bangalore,0-2 Years,14.87,2025-08-23
4114,Data Analyst,5,Deloitte,Jaipur,0-2 Years,9.16,2025-02-01
4115,Data Analyst,1,TCS,Jaipur,5+ Years,24.96,2025-10-25
4116,Data Analyst,3,Wipro,Hyderabad,Fresher,7.55,2025-05-18
4117,Data Analyst,9,HCL,Mumbai,0-2 Years,12.21,2025-11-19
4118,Data Analyst,3,Wipro,Bangalore,0-2 Years,10.73,2025-01-11
4119,Data Analyst,7,Cognizant,Delhi NCR,0-2 Years,10.45,2025-12-25
4120,Data Analyst,5,Deloitte,Hyderabad,0-2 Years,10.75,2025-08-28
4121,Data Analyst,3,Wipro,Mumbai,2-5 Years,16.77,2025-05-14
4122,Data Analyst,10,Tech Mahindra,Pune,0-2 Years,11.34,2025-09-17
4123,Data Analyst,8,IBM,Chennai,2-5 Years,17.65,2025-11-30
4124,Data Analyst,11,Amazon,Delhi NCR,5+ Years,23.25,2025-06-12
4125,Data Analyst,3,Wipro,Bangalore,2-5 Years,18.37,2025-10-11
4126,Data Analyst,14,PwC,Pune,0-2 Years,10.19,2025-03-01
4127,Data Analyst,7,Cognizant,Kolkata,5+ Years,21.94,2025-08-26
4128,Data Analyst,3,Wipro,Kolkata,5+ Years,25.16,2025-06-02
4129,Data Analyst,10,Tech Mahindra,Bangalore,0-2 Years,12.12,2025-11-21
4130,Data Analyst,10,Tech Mahindra,Pune,5+ Years,25.49,2025-07-01
4131,Data Analyst,1,TCS,Delhi NCR,2-5 Years,15.71,2025-10-20
4132,Data Analyst,7,Cognizant,Mumbai,0-2 Years,12.5,2025-09-05
4133,Data Analyst,10,Tech Mahindra,Delhi NCR,2-5 Years,17.28,2025-11-29
4134,Data Analyst,15,KPMG,Kolkata,Fresher,8.53,2025-11-30
4135,Data Analyst,7,Cognizant,Jaipur,5+ Years,22.87,2025-01-26
4136,Data Analyst,9,HCL,Chennai,Fresher,7.03,2025-05-16
4137,Data Analyst,11,Amazon,Chennai,0-2 Years,11.43,2025-03-08
4138,Data Analyst,2,Infosys,Kolkata,2-5 Years,16.41,2025-03-20
4139,Data Analyst,8,IBM,Jaipur,5+ Years,24.07,2025-03-14
4140,Data Analyst,9,HCL,Hyderabad,2-5 Years,17.01,2025-01-17
4141,Data Analyst,12,Microsoft,Pune,0-2 Years,12.24,2025-08-06
4142,Data Analyst,14,PwC,Chennai,2-5 Years,18.47,2025-04-25
4143,Data Analyst,1,TCS,Ahmedabad,0-2 Years,11.46,2025-12-10
4144,Data Analyst,9,HCL,Delhi NCR,0-2 Years,11.37,2025-12-17
4145,Data Analyst,7,Cognizant,Kolkata,0-2 Years,9.18,2025-07-23
4146,Data Analyst,6,Capgemini,Mumbai,Fresher,5.34,2025-06-10
4147,Data Analyst,7,Cognizant,Pune,Fresher,7.97,2025-06-10
4148,Data Analyst,14,PwC,Kolkata,0-2 Years,10.89,2025-01-05
4149,Data Analyst,10,Tech Mahindra,Bangalore,2-5 Years,17.38,2025-10-29
4150,Data Analyst,5,Deloitte,Chennai,Fresher,7.79,2025-07-12
4151,Data Analyst,14,PwC,Ahmedabad,2-5 Years,15.93,2025-07-09
4152,Data Analyst,12,Microsoft,Hyderabad,5+ Years,25.35,2025-05-03
4153,Data Analyst,3,Wipro,Mumbai,0-2 Years,12.6,2025-07-09
4154,Data Analyst,4,Accenture,Ahmedabad,0-2 Years,10.1,2025-04-06
4155,Data Analyst,2,Infosys,Chennai,0-2 Years,12.69,2025-09-05
4156,Data Analyst,7,Cognizant,Ahmedabad,0-2 Years,10.74,2025-11-13
4157,Data Analyst,8,IBM,Hyderabad,Fresher,8.63,2025-01-29
4158,Data Analyst,5,Deloitte,Mumbai,0-2 Years,11.93,2025-03-02
4159,Data Analyst,10,Tech Mahindra,Mumbai,0-2 Years,11.72,2025-01-11
4160,Data Analyst,6,Capgemini,Hyderabad,5+ Years,24.1,2025-06-12
4161,Data Analyst,6,Capgemini,Jaipur,Fresher,7.02,2025-01-11
4162,Data Analyst,1,TCS,Ahmedabad,2-5 Years,16.58,2025-11-24
4163,Data Analyst,3,Wipro,Chennai,5+ Years,23.18,2025-07-01
4164,Data Analyst,8,IBM,Bangalore,5+ Years,22.8,2025-09-06
4165,Data Analyst,3,Wipro,Pune,0-2 Years,10.98,2025-10-02
4166,Data Analyst,9,HCL,Hyderabad,5+ Years,24.95,2025-03-30
4167,Data Analyst,15,KPMG,Hyderabad,0-2 Years,11.64,2025-02-20
4168,Data Analyst,10,Tech Mahindra,Mumbai,2-5 Years,17.2,2025-11-14
4169,Data Analyst,3,Wipro,Pune,0-2 Years,12.68,2025-10-26
4170,Data Analyst,7,Cognizant,Bangalore,2-5 Years,17.15,2025-11-11
4171,Data Analyst,3,Wipro,Mumbai,0-2 Years,10.65,2025-08-18
4172,Data Analyst,10,Tech Mahindra,Mumbai,2-5 Years,17.31,2025-05-08
4173,Data Analyst,15,KPMG,Chennai,0-2 Years,10.92,2025-12-30
4174,Data Analyst,3,Wipro,Bangalore,0-2 Years,11.84,2025-11-17
4175,Data Analyst,12,Microsoft,Chennai,0-2 Years,11.29,2025-12-26
4176,Data Analyst,14,PwC,Bangalore,0-2 Years,13.59,2025-05-27
4177,Data Analyst,7,Cognizant,Mumbai,5+ Years,24.49,2025-01-17
4178,Data Analyst,1,TCS,Pune,0-2 Years,11.87,2025-09-03
4179,Data Analyst,10,Tech Mahindra,Pune,0-2 Years,13.68,2025-07-23
4180,Data Analyst,7,Cognizant,Pune,0-2 Years,11.09,2025-03-05
4181,Data Analyst,3,Wipro,Ahmedabad,2-5 Years,16.33,2025-08-17
4182,Data Analyst,7,Cognizant,Mumbai,2-5 Years,16.89,2025-07-01
4183,Data Analyst,14,PwC,Ahmedabad,0-2 Years,9.98,2025-09-18
4184,Data Analyst,5,Deloitte,Ahmedabad,2-5 Years,15.3,2025-12-21
4185,Data Analyst,9,HCL,Delhi NCR,0-2 Years,10.43,2025-10-23
4186,Data Analyst,7,Cognizant,Ahmedabad,2-5 Years,16.43,2025-08-14
4187,Data Analyst,6,Capgemini,Bangalore,5+ Years,27.82,2025-10-30
4188,Data Analyst,7,Cognizant,Mumbai,0-2 Years,11.64,2025-06-23
4189,Data Analyst,7,Cognizant,Hyderabad,2-5 Years,16.5,2025-07-19
4190,Data Analyst,13,Flipkart,Kolkata,5+ Years,22.92,2025-10-08
4191,Data Analyst,13,Flipkart,Jaipur,2-5 Years,16.47,2025-01-25
4192,Data Analyst,4,Accenture,Jaipur,0-2 Years,11.32,2025-09-11
4193,Data Analyst,5,Deloitte,Hyderabad,0-2 Years,13.54,2025-11-12
4194,Data Analyst,11,Amazon,Kolkata,0-2 Years,8.09,2025-01-23
4195,Data Analyst,11,Amazon,Mumbai,0-2 Years,9.64,2025-11-05
4196,Data Analyst,6,Capgemini,Jaipur,0-2 Years,10.4,2025-03-27
4197,Data Analyst,3,Wipro,Chennai,0-2 Years,12.82,2025-12-07
4198,Data Analyst,12,Microsoft,Kolkata,2-5 Years,14.12,2025-11-28
4199,Data Analyst,5,Deloitte,Delhi NCR,5+ Years,19.39,2025-06-21
4200,Data Analyst,4,Accenture,Chennai,0-2 Years,12.19,2025-03-19
4201,Data Analyst,13,Flipkart,Bangalore,2-5 Years,18.29,2025-11-10
4202,Data Analyst,13,Flipkart,Jaipur,0-2 Years,9.69,2025-02-15
4203,Data Analyst,4,Accenture,Delhi NCR,0-2 Years,9.82,2025-12-31
4204,Data Analyst,13,Flipkart,Mumbai,0-2 Years,11.34,2025-09-16
4205,Data Analyst,1,TCS,Hyderabad,2-5 Years,17.13,2025-12-19
4206,Data Analyst,13,Flipkart,Mumbai,0-2 Years,11.75,2025-03-28
4207,Data Analyst,12,Microsoft,Chennai,2-5 Years,17.09,2025-01-02
4208,Data Analyst,2,Infosys,Kolkata,0-2 Years,7.57,2025-04-23
4209,Data Analyst,11,Amazon,Delhi NCR,5+ Years,21.97,2025-03-15
4210,Data Analyst,3,Wipro,Kolkata,0-2 Years,9.65,2025-04-25
4211,Data Analyst,10,Tech Mahindra,Chennai,0-2 Years,11.19,2025-06-26
4212,Data Analyst,8,IBM,Kolkata,0-2 Years,10.35,2025-09-13
4213,Data Analyst,6,Capgemini,Mumbai,0-2 Years,13.46,2025-04-07
4214,Data Analyst,10,Tech Mahindra,Mumbai,0-2 Years,10.27,2025-03-10
4215,Data Analyst,7,Cognizant,Kolkata,0-2 Years,11.05,2025-06-09
4216,Data Analyst,10,Tech Mahindra,Bangalore,Fresher,9.67,2025-08-11
4217,Data Analyst,5,Deloitte,Ahmedabad,0-2 Years,13.23,2025-10-08
4218,Data Analyst,4,Accenture,Mumbai,2-5 Years,16.92,2025-04-28
4219,Data Analyst,2,Infosys,Pune,0-2 Years,11.89,2025-01-07
4220,Data Analyst,15,KPMG,Mumbai,2-5 Years,15.34,2025-07-02
4221,Data Analyst,11,Amazon,Hyderabad,0-2 Years,9.13,2025-03-16
4222,Data Analyst,2,Infosys,Mumbai,Fresher,9.51,2025-09-10
4223,Data Analyst,10,Tech Mahindra,Jaipur,0-2 Years,10.99,2025-02-13
4224,Data Analyst,5,Deloitte,Hyderabad,5+ Years,25.41,2025-11-30
4225,Data Analyst,11,Amazon,Pune,Fresher,5.85,2025-11-30
4226,Data Analyst,14,PwC,Ahmedabad,0-2 Years,11.62,2025-04-12
4227,Data Analyst,6,Capgemini,Jaipur,Fresher,9.24,2025-06-24
4228,Data Analyst,7,Cognizant,Bangalore,Fresher,9.5,2025-02-11
4229,Data Analyst,4,Accenture,Pune,0-2 Years,11.83,2025-05-03
4230,Data Analyst,6,Capgemini,Hyderabad,0-2 Years,12.01,2025-03-06
4231,Data Analyst,15,KPMG,Hyderabad,0-2 Years,10.11,2025-03-27
4232,Data Analyst,14,PwC,Chennai,0-2 Years,13.13,2025-05-24
4233,Data Analyst,7,Cognizant,Pune,5+ Years,22.77,2025-04-26
4234,Data Analyst,4,Accenture,Pune,2-5 Years,17.11,2025-02-15
4235,Data Analyst,4,Accenture,Bangalore,2-5 Years,16.12,2025-11-19
4236,Data Analyst,11,Amazon,Ahmedabad,0-2 Years,9.58,2025-08-10
4237,Data Analyst,5,Deloitte,Jaipur,0-2 Years,12.72,2025-11-01
4238,Data Analyst,15,KPMG,Ahmedabad,0-2 Years,10.58,2025-05-10
4239,Data Analyst,3,Wipro,Pune,0-2 Years,13.24,2025-08-01
4240,Data Analyst,14,PwC,Jaipur,5+ Years,22.91,2025-09-17
4241,Data Analyst,5,Deloitte,Jaipur,0-2 Years,8.79,2025-12-03
4242,Data Analyst,15,KPMG,Bangalore,2-5 Years,19.07,2025-05-02
4243,Data Analyst,9,HCL,Delhi NCR,2-5 Years,15.29,2025-12-16
4244,Data Analyst,8,IBM,Delhi NCR,Fresher,7.84,2025-11-10
4245,Data Analyst,4,Accenture,Jaipur,0-2 Years,11.03,2025-09-25
4246,Data Analyst,8,IBM,Pune,2-5 Years,14.65,2025-07-12
4247,Data Analyst,13,Flipkart,Ahmedabad,0-2 Years,11.2,2025-01-15
4248,Data Analyst,9,HCL,Mumbai,0-2 Years,15.14,2025-01-11
4249,Data Analyst,3,Wipro,Bangalore,Fresher,9.59,2025-10-22
4250,Data Analyst,11,Amazon,Mumbai,2-5 Years,17.43,2025-05-17
4251,Data Analyst,8,IBM,Delhi NCR,0-2 Years,12.29,2025-06-30
4252,Data Analyst,4,Accenture,Bangalore,5+ Years,25.25,2025-10-24
4253,Data Analyst,5,Deloitte,Mumbai,2-5 Years,17.75,2025-09-01
4254,Data Analyst,11,Amazon,Bangalore,0-2 Years,11.69,2025-03-08
4255,Data Analyst,2,Infosys,Bangalore,5+ Years,25.28,2025-11-24
4256,Data Analyst,14,PwC,Bangalore,5+ Years,26.24,2025-06-10
4257,Data Analyst,13,Flipkart,Chennai,0-2 Years,10.5,2025-02-21
4258,Data Analyst,3,Wipro,Mumbai,0-2 Years,14.21,2025-07-04
4259,Data Analyst,2,Infosys,Hyderabad,2-5 Years,16.89,2025-05-11
4260,Data Analyst,8,IBM,Jaipur,0-2 Years,9.93,2025-02-05
4261,Data Analyst,14,PwC,Ahmedabad,2-5 Years,17.2,2025-03-11
4262,Data Analyst,9,HCL,Chennai,2-5 Years,16.16,2025-04-12
4263,Data Analyst,13,Flipkart,Ahmedabad,2-5 Years,16.91,2025-02-12
4264,Data Analyst,8,IBM,Kolkata,0-2 Years,10.65,2025-12-12
4265,Data Analyst,15,KPMG,Mumbai,2-5 Years,17.43,2025-08-07
4266,Data Analyst,11,Amazon,Ahmedabad,Fresher,7.59,2025-07-25
4267,Data Analyst,15,KPMG,Delhi NCR,0-2 Years,11.35,2025-08-13
4268,Data Analyst,2,Infosys,Chennai,0-2 Years,9.11,2025-09-04
4269,Data Analyst,12,Microsoft,Mumbai,0-2 Years,11.15,2025-08-03
4270,Data Analyst,3,Wipro,Hyderabad,2-5 Years,18.12,2025-03-09
4271,Data Analyst,9,HCL,Chennai,0-2 Years,11.34,2025-01-24
4272,Data Analyst,1,TCS,Bangalore,2-5 Years,17.37,2025-05-05
4273,Data Analyst,1,TCS,Delhi NCR,0-2 Years,9.37,2025-11-28
4274,Data Analyst,6,Capgemini,Bangalore,0-2 Years,11.7,2025-09-10
4275,Data Analyst,8,IBM,Bangalore,5+ Years,22.57,2025-12-12
4276,Data Analyst,14,PwC,Kolkata,2-5 Years,15.88,2025-04-30
4277,Data Analyst,15,KPMG,Hyderabad,Fresher,7.28,2025-06-20
4278,Data Analyst,15,KPMG,Delhi NCR,0-2 Years,9.84,2025-08-24
4279,Data Analyst,11,Amazon,Kolkata,Fresher,6.92,2025-04-24
4280,Data Analyst,15,KPMG,Delhi NCR,0-2 Years,11.44,2025-05-31
4281,Data Analyst,12,Microsoft,Bangalore,2-5 Years,20.51,2025-09-17
4282,Data Analyst,4,Accenture,Hyderabad,0-2 Years,10.19,2025-01-22
4283,Data Analyst,6,Capgemini,Delhi NCR,0-2 Years,12.39,2025-01-24
4284,Data Analyst,2,Infosys,Mumbai,0-2 Years,13.67,2025-12-26
4285,Data Analyst,3,Wipro,Hyderabad,5+ Years,23.07,2025-02-22
4286,Data Analyst,9,HCL,Bangalore,Fresher,9.24,2025-01-26
4287,Data Analyst,12,Microsoft,Jaipur,2-5 Years,15.45,2025-01-25
4288,Data Analyst,2,Infosys,Kolkata,2-5 Years,16.22,2025-06-21
4289,Data Analyst,5,Deloitte,Ahmedabad,Fresher,8.81,2025-01-04
4290,Data Analyst,14,PwC,Pune,2-5 Years,17.23,2025-07-09
4291,Data Analyst,4,Accenture,Mumbai,2-5 Years,18.11,2025-01-03
4292,Data Analyst,7,Cognizant,Pune,2-5 Years,15.98,2025-08-12
4293,Data Analyst,12,Microsoft,Hyderabad,0-2 Years,10.22,2025-12-27
4294,Data Analyst,1,TCS,Ahmedabad,0-2 Years,10.75,2025-01-16
4295,Data Analyst,4,Accenture,Delhi NCR,Fresher,8.45,2025-04-27
4296,Data Analyst,11,Amazon,Pune,0-2 Years,9.67,2025-09-05
4297,Data Analyst,5,Deloitte,Chennai,0-2 Years,10.23,2025-10-19
4298,Data Analyst,6,Capgemini,Kolkata,2-5 Years,16.15,2025-11-21
4299,Data Analyst,11,Amazon,Kolkata,0-2 Years,9.82,2025-10-09
4300,Data Analyst,5,Deloitte,Jaipur,5+ Years,22.05,2025-10-28
4301,Data Analyst,3,Wipro,Kolkata,0-2 Years,10.49,2025-06-12
4302,Data Analyst,13,Flipkart,Chennai,2-5 Years,14.86,2025-03-23
4303,Data Analyst,2,Infosys,Bangalore,0-2 Years,11.83,2025-10-09
4304,Data Analyst,5,Deloitte,Jaipur,2-5 Years,16.84,2025-03-12
4305,Data Analyst,10,Tech Mahindra,Jaipur,Fresher,5.43,2025-12-03
4306,Data Analyst,14,PwC,Chennai,0-2 Years,9.58,2025-04-02
4307,Data Analyst,13,Flipkart,Bangalore,0-2 Years,12.24,2025-09-10
4308,Data Analyst,3,Wipro,Delhi NCR,0-2 Years,11.88,2025-01-07
4309,Data Analyst,14,PwC,Kolkata,2-5 Years,15.76,2025-01-25
4310,Data Analyst,14,PwC,Bangalore,0-2 Years,12.44,2025-12-04
4311,Data Analyst,12,Microsoft,Jaipur,0-2 Years,11.05,2025-11-24
4312,Data Analyst,4,Accenture,Bangalore,5+ Years,22.91,2025-07-19
4313,Data Analyst,7,Cognizant,Kolkata,2-5 Years,16.59,2025-02-25
4314,Data Analyst,5,Deloitte,Delhi NCR,0-2 Years,11.46,2025-01-05
4315,Data Analyst,10,Tech Mahindra,Pune,0-2 Years,11.01,2025-09-17
4316,Data Analyst,14,PwC,Chennai,0-2 Years,12.71,2025-11-02
4317,Data Analyst,3,Wipro,Hyderabad,2-5 Years,15.65,2025-06-13
4318,Data Analyst,5,Deloitte,Kolkata,Fresher,8.35,2025-07-28
4319,Data Analyst,11,Amazon,Kolkata,2-5 Years,16.19,2025-06-07
4320,Data Analyst,2,Infosys,Ahmedabad,0-2 Years,10.6,2025-06-04
4321,Data Analyst,13,Flipkart,Chennai,Fresher,7.48,2025-04-20
4322,Data Analyst,15,KPMG,Jaipur,0-2 Years,10.87,2025-12-18
4323,Data Analyst,11,Amazon,Pune,2-5 Years,17.96,2025-07-26
4324,Data Analyst,7,Cognizant,Chennai,0-2 Years,10.21,2025-09-21
4325,Data Analyst,1,TCS,Pune,2-5 Years,15.58,2025-06-03
4326,Data Analyst,2,Infosys,Jaipur,Fresher,8.24,2025-11-03
4327,Data Analyst,15,KPMG,Hyderabad,2-5 Years,16.29,2025-01-17
4328,Data Analyst,11,Amazon,Mumbai,Fresher,9.58,2025-12-07
4329,Data Analyst,9,HCL,Hyderabad,5+ Years,26.04,2025-06-11
4330,Data Analyst,4,Accenture,Pune,2-5 Years,16.02,2025-02-18
4331,Data Analyst,13,Flipkart,Delhi NCR,5+ Years,23.82,2025-09-24
4332,Data Analyst,5,Deloitte,Ahmedabad,2-5 Years,14.62,2025-05-27
4333,Data Analyst,4,Accenture,Chennai,2-5 Years,17.41,2025-11-27
4334,Data Analyst,4,Accenture,Pune,Fresher,7.74,2025-12-06
4335,Data Analyst,2,Infosys,Delhi NCR,0-2 Years,11.57,2025-09-07
4336,Data Analyst,9,HCL,Hyderabad,0-2 Years,11.23,2025-09-04
4337,Data Analyst,7,Cognizant,Hyderabad,Fresher,6.01,2025-06-22
4338,Data Analyst,12,Microsoft,Chennai,Fresher,8.1,2025-09-21
4339,Data Analyst,10,Tech Mahindra,Mumbai,0-2 Years,10.02,2025-09-04
4340,Data Analyst,11,Amazon,Chennai,0-2 Years,11.12,2025-06-21
4341,Data Analyst,4,Accenture,Jaipur,5+ Years,24.13,2025-03-04
4342,Data Analyst,11,Amazon,Jaipur,0-2 Years,11.23,2025-08-14
4343,Data Analyst,4,Accenture,Delhi NCR,0-2 Years,13.34,2025-12-26
4344,Data Analyst,11,Amazon,Mumbai,Fresher,9.73,2025-10-05
4345,Data Analyst,1,TCS,Hyderabad,2-5 Years,16.22,2025-11-08
4346,Data Analyst,10,Tech Mahindra,Pune,0-2 Years,11.53,2025-12-30
4347,Data Analyst,2,Infosys,Chennai,0-2 Years,11.44,2025-06-27
4348,Data Analyst,1,TCS,Chennai,2-5 Years,14.6,2025-03-15
4349,Data Analyst,6,Capgemini,Chennai,0-2 Years,10.37,2025-08-04
4350,Data Analyst,12,Microsoft,Mumbai,0-2 Years,11.83,2025-11-22
4351,Data Analyst,12,Microsoft,Pune,0-2 Years,9.06,2025-11-03
4352,Data Analyst,4,Accenture,Hyderabad,0-2 Years,12.06,2025-08-09
4353,Data Analyst,7,Cognizant,Delhi NCR,Fresher,6.7,2025-08-23
4354,Data Analyst,14,PwC,Pune,0-2 Years,9.49,2025-02-05
4355,Data Analyst,5,Deloitte,Hyderabad,Fresher,8.49,2025-10-16
4356,Data Analyst,4,Accenture,Bangalore,0-2 Years,13.86,2025-04-03
4357,Data Analyst,9,HCL,Hyderabad,0-2 Years,12.27,2025-08-08
4358,Data Analyst,8,IBM,Pune,0-2 Years,11.11,2025-11-07
4359,Data Analyst,3,Wipro,Kolkata,2-5 Years,16.71,2025-09-19
4360,Data Analyst,3,Wipro,Bangalore,Fresher,9.82,2025-06-05
4361,Data Analyst,3,Wipro,Bangalore,0-2 Years,13.37,2025-05-04
4362,Data Analyst,3,Wipro,Chennai,0-2 Years,10.51,2025-01-07
4363,Data Analyst,10,Tech Mahindra,Mumbai,2-5 Years,17.83,2025-12-06
4364,Data Analyst,6,Capgemini,Mumbai,Fresher,9.93,2025-03-27
4365,Data Analyst,2,Infosys,Delhi NCR,2-5 Years,15.28,2025-04-07
4366,Data Analyst,3,Wipro,Kolkata,0-2 Years,13.52,2025-10-15
4367,Data Analyst,5,Deloitte,Bangalore,0-2 Years,12.37,2025-06-26
4368,Data Analyst,5,Deloitte,Jaipur,0-2 Years,11.04,2025-10-25
4369,Data Analyst,11,Amazon,Mumbai,0-2 Years,11.69,2025-01-19
4370,Data Analyst,6,Capgemini,Ahmedabad,0-2 Years,11.27,2025-08-30
4371,Data Analyst,1,TCS,Chennai,5+ Years,21.41,2025-07-09
4372,Data Analyst,5,Deloitte,Ahmedabad,0-2 Years,10.34,2025-05-02
4373,Data Analyst,1,TCS,Ahmedabad,0-2 Years,9.69,2025-09-17
4374,Data Analyst,10,Tech Mahindra,Chennai,0-2 Years,11.66,2025-12-01
4375,Data Analyst,14,PwC,Ahmedabad,0-2 Years,12.19,2025-10-17
4376,Data Analyst,13,Flipkart,Ahmedabad,2-5 Years,16.78,2025-12-03
4377,Data Analyst,5,Deloitte,Chennai,2-5 Years,13.65,2025-08-19
4378,Data Analyst,2,Infosys,Delhi NCR,0-2 Years,13.45,2025-05-31
4379,Data Analyst,15,KPMG,Kolkata,0-2 Years,11.35,2025-08-23
4380,Data Analyst,8,IBM,Hyderabad,Fresher,7.07,2025-05-06
4381,Data Analyst,13,Flipkart,Pune,0-2 Years,11.69,2025-12-07
4382,Data Analyst,1,TCS,Hyderabad,0-2 Years,12.21,2025-09-23
4383,Data Analyst,5,Deloitte,Kolkata,2-5 Years,15.2,2025-04-04
4384,Data Analyst,5,Deloitte,Hyderabad,0-2 Years,12.24,2025-07-11
4385,Data Analyst,8,IBM,Ahmedabad,2-5 Years,15.27,2025-03-09
4386,Data Analyst,3,Wipro,Hyderabad,0-2 Years,11.51,2025-06-15
4387,Data Analyst,13,Flipkart,Jaipur,2-5 Years,15.18,2025-07-31
4388,Data Analyst,11,Amazon,Delhi NCR,Fresher,5.28,2025-08-27
4389,Data Analyst,5,Deloitte,Mumbai,2-5 Years,17.68,2025-09-15
4390,Data Analyst,4,Accenture,Ahmedabad,5+ Years,23.7,2025-11-25
4391,Data Analyst,14,PwC,Ahmedabad,2-5 Years,16.62,2025-12-29
4392,Data Analyst,7,Cognizant,Kolkata,5+ Years,23.98,2025-12-17
4393,Data Analyst,4,Accenture,Kolkata,2-5 Years,16.39,2025-08-30
4394,Data Analyst,14,PwC,Delhi NCR,5+ Years,22.36,2025-09-13
4395,Data Analyst,1,TCS,Bangalore,0-2 Years,14.01,2025-03-13
4396,Data Analyst,2,Infosys,Pune,0-2 Years,9.87,2025-03-06
4397,Data Analyst,15,KPMG,Chennai,0-2 Years,10.42,2025-09-20
4398,Data Analyst,9,HCL,Ahmedabad,0-2 Years,9.84,2025-11-24
4399,Data Analyst,12,Microsoft,Kolkata,Fresher,8.3,2025-01-17
4400,Data Analyst,15,KPMG,Pune,Fresher,8.63,2025-11-01
4401,Data Analyst,6,Capgemini,Chennai,5+ Years,24.08,2025-05-30
4402,Data Analyst,1,TCS,Ahmedabad,5+ Years,24.29,2025-09-27
4403,Data Analyst,14,PwC,Jaipur,0-2 Years,9.94,2025-09-08
4404,Data Analyst,14,PwC,Jaipur,0-2 Years,11.42,2025-05-26
4405,Data Analyst,14,PwC,Jaipur,Fresher,6.85,2025-12-07
4406,Data Analyst,14,PwC,Jaipur,0-2 Years,12.02,2025-01-02
4407,Data Analyst,6,Capgemini,Jaipur,2-5 Years,15.86,2025-05-28
4408,Data Analyst,11,Amazon,Delhi NCR,Fresher,6.54,2025-08-14
4409,Data Analyst,12,Microsoft,Mumbai,2-5 Years,18.15,2025-07-29
4410,Data Analyst,12,Microsoft,Hyderabad,2-5 Years,18.05,2025-05-27
4411,Data Analyst,14,PwC,Delhi NCR,0-2 Years,10.2,2025-09-09
4412,Data Analyst,13,Flipkart,Pune,Fresher,7.43,2025-01-13
4413,Data Analyst,5,Deloitte,Kolkata,2-5 Years,14.73,2025-12-27
4414,Data Analyst,3,Wipro,Hyderabad,0-2 Years,9.0,2025-03-01
4415,Data Analyst,7,Cognizant,Mumbai,0-2 Years,12.74,2025-09-14
4416,Data Analyst,13,Flipkart,Kolkata,5+ Years,23.73,2025-10-22
4417,Data Analyst,8,IBM,Hyderabad,2-5 Years,17.31,2025-01-28
4418,Data Analyst,9,HCL,Bangalore,2-5 Years,15.66,2025-09-01
4419,Data Analyst,10,Tech Mahindra,Jaipur,0-2 Years,10.58,2025-08-25
4420,Data Analyst,3,Wipro,Ahmedabad,0-2 Years,8.34,2025-02-22
4421,Data Analyst,10,Tech Mahindra,Bangalore,5+ Years,26.64,2025-12-12
4422,Data Analyst,10,Tech Mahindra,Jaipur,2-5 Years,14.7,2025-03-13
4423,Data Analyst,13,Flipkart,Jaipur,Fresher,8.51,2025-08-01
4424,Data Analyst,1,TCS,Delhi NCR,2-5 Years,17.14,2025-11-05
4425,Data Analyst,3,Wipro,Bangalore,5+ Years,23.92,2025-02-03
4426,Data Analyst,9,HCL,Mumbai,2-5 Years,16.14,2025-12-12
4427,Data Analyst,1,TCS,Bangalore,2-5 Years,18.42,2025-01-01
4428,Data Analyst,4,Accenture,Kolkata,2-5 Years,14.99,2025-02-17
4429,Data Analyst,3,Wipro,Chennai,5+ Years,23.62,2025-12-26
4430,Data Analyst,12,Microsoft,Delhi NCR,0-2 Years,10.42,2025-01-28
4431,Data Analyst,11,Amazon,Jaipur,0-2 Years,8.86,2025-09-13
4432,Data Analyst,14,PwC,Jaipur,2-5 Years,13.32,2025-10-21
4433,Data Analyst,7,Cognizant,Pune,Fresher,7.77,2025-09-22
4434,Data Analyst,4,Accenture,Jaipur,2-5 Years,15.33,2025-06-11
4435,Data Analyst,15,KPMG,Ahmedabad,0-2 Years,10.34,2025-04-10
4436,Data Analyst,14,PwC,Kolkata,0-2 Years,11.84,2025-05-04
4437,Data Analyst,3,Wipro,Hyderabad,2-5 Years,18.41,2025-11-24
4438,Data Analyst,13,Flipkart,Hyderabad,0-2 Years,11.67,2025-10-05
4439,Data Analyst,14,PwC,Hyderabad,0-2 Years,11.59,2025-07-30
4440,Data Analyst,5,Deloitte,Hyderabad,0-2 Years,12.6,2025-10-15
4441,Data Analyst,15,KPMG,Jaipur,0-2 Years,9.37,2025-05-09
4442,Data Analyst,9,HCL,Bangalore,2-5 Years,18.27,2025-03-19
4443,Data Analyst,9,HCL,Delhi NCR,2-5 Years,16.66,2025-12-12
4444,Data Analyst,8,IBM,Ahmedabad,0-2 Years,11.82,2025-09-07
4445,Data Analyst,12,Microsoft,Kolkata,0-2 Years,8.68,2025-05-02
4446,Data Analyst,7,Cognizant,Pune,0-2 Years,10.59,2025-11-13
4447,Data Analyst,10,Tech Mahindra,Kolkata,2-5 Years,14.95,2025-08-04
4448,Data Analyst,12,Microsoft,Bangalore,5+ Years,25.12,2025-02-05
4449,Data Analyst,15,KPMG,Mumbai,2-5 Years,18.08,2025-09-16
4450,Data Analyst,6,Capgemini,Bangalore,0-2 Years,14.8,2025-12-24
4451,Data Analyst,8,IBM,Mumbai,0-2 Years,11.91,2025-03-10
